"Intensity"	"Intensity QC02_210326"	"Intensity QC02_210331"	"Intensity QC02_210402"	"Intensity QC02_210406"	"Intensity QC02_210410"	"Intensity QC02_210411"	"LFQ intensity QC02_210326"	"LFQ intensity QC02_210331"	"LFQ intensity QC02_210402"	"LFQ intensity QC02_210406"	"LFQ intensity QC02_210410"	"LFQ intensity QC02_210411"	"Identification type QC02_210326"	"Identification type QC02_210331"	"Identification type QC02_210402"	"Identification type QC02_210406"	"Identification type QC02_210410"	"Identification type QC02_210411"	"Protein IDs"	"Peptides"	"Peptides QC02_210326"	"Peptides QC02_210331"	"Peptides QC02_210402"	"Peptides QC02_210406"	"Peptides QC02_210410"	"Peptides QC02_210411"	"Reverse"	"Only identified by site"	"Potential contaminant"	"Sequence coverage [%]"	"Sequence length"
1537100000	175860000	186310000	153880000	359220000	338600000	323260000	15990000	16534000	16821000	17984000	18387000	17246000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P08133"	28	25	22	22	26	23	25	NA	NA	NA	50.8	673
54305000	3337800	6878600	2737300	14081000	13957000	13314000	0	0	0	4733400	0	4612600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P63098;Q96LZ3"	4	1	2	1	2	2	2	NA	NA	NA	30.6	170
459340000	64177000	68048000	39524000	96977000	80577000	110030000	12381000	11334000	11269000	13665000	10377000	11090000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NR46"	13	11	10	8	10	12	12	NA	NA	NA	40	395
29406000	3532100	1910500	1753500	11626000	2928300	7655700	2551500	0	0	4200000	0	0	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q03111"	2	2	1	1	2	1	2	NA	NA	NA	3.9	559
82265000	11138000	0	7728800	3992400	27684000	31720000	0	0	0	0	0	0	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9P227"	2	1	0	1	1	1	2	NA	NA	NA	2.3	1491
93091000	11842000	16017000	11234000	22375000	11369000	20254000	7875900	8525500	9091600	7229400	5750800	6766600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O43657"	3	3	3	3	3	2	3	NA	NA	NA	13.9	245
42405000	5974800	4606200	6041900	4090200	12028000	9664100	3823200	2670700	4401700	3095000	4787600	3490400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q7Z7E8;Q8WVN8"	3	3	2	3	2	3	3	NA	NA	NA	8.1	422
240010000	25757000	38543000	17552000	68912000	30879000	58364000	11042000	10638000	11212000	11021000	8348500	10640000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q969S3"	9	6	7	6	8	7	8	NA	NA	NA	23.9	477
17055000	2196400	2860900	1425400	3518200	3216800	3837700	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P62341"	1	1	1	1	1	1	1	NA	NA	NA	6.7	195
228870000	26436000	32836000	27236000	81373000	0	60991000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"P11488"	3	2	3	3	2	2	3	NA	"+"	NA	9.7	350
899360000	95631000	103670000	76785000	201600000	222580000	199090000	23831000	19870000	21873000	24769000	27963000	24899000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P11172"	16	12	11	12	12	14	13	NA	NA	NA	45.6	480
633370000	81489000	71766000	65029000	180250000	136670000	98173000	17881000	17028000	16727000	18705000	16984000	17718000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q14244"	14	12	10	11	11	11	10	NA	NA	NA	29.6	749
166650000	22222000	6339900	27688000	43274000	36981000	30144000	13278000	0	17386000	12602000	15189000	13832000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y316"	3	3	2	3	3	1	3	NA	NA	NA	15.8	297
240570000	25473000	19030000	12731000	80025000	25607000	77701000	14407000	15262000	20781000	16229000	14268000	17418000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8IZP0"	7	4	5	4	4	5	5	NA	NA	NA	18.1	508
307950000	36916000	23111000	31523000	73276000	73222000	69904000	12080000	11821000	11255000	11689000	18305000	12226000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P41223"	6	6	4	6	6	6	6	NA	NA	NA	45.1	144
429630000	41736000	67319000	46465000	111680000	66013000	96413000	9239400	9708400	10618000	10500000	8495200	9554800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P98175"	14	10	11	10	11	10	11	NA	NA	NA	24.9	930
146850000	15350000	32521000	12822000	33299000	18208000	34653000	10585000	14075000	11655000	13785000	10381000	13205000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q02388"	10	6	3	5	5	7	6	NA	NA	NA	5.2	2944
9943000	0	598580	1980200	1865800	3379700	2118800	0	0	0	0	0	0	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"Q86YV9"	5	0	1	1	2	2	1	NA	NA	NA	9.3	775
204360000	16120000	32295000	23220000	51454000	35869000	45404000	7220600	7764300	8283400	8091800	6412100	7100700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UKG1"	12	5	10	6	7	8	8	NA	NA	NA	24.7	709
323480000	36017000	45109000	33834000	79371000	51915000	77236000	5265800	5685200	6774300	6342700	4980400	6299600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O75152;A0A1B0GTU1"	16	12	14	11	13	13	15	NA	NA	NA	27.8	810
1.0259e+10	1100700000	1259400000	1064500000	2505300000	2110800000	2217900000	327790000	330350000	382370000	402690000	334840000	368890000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q07020"	8	8	7	7	7	7	7	NA	NA	NA	35.6	188
50069000	6357500	2251400	1574000	13982000	13426000	12477000	3461800	0	0	4292800	4319700	2927700	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UIV1"	4	3	2	1	2	3	3	NA	NA	NA	25.6	285
3847500000	342910000	384820000	413090000	834820000	945440000	926370000	159590000	139440000	173290000	153310000	192240000	166840000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P52565"	4	4	4	4	4	4	4	NA	NA	NA	33.3	204
6775200000	730610000	895760000	708610000	1584100000	1336500000	1519700000	101420000	99239000	109400000	109400000	104120000	111440000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P18206"	45	41	38	40	40	39	41	NA	NA	NA	49.5	1134
16501000	2409800	4249500	1323400	2822800	2261900	3433200	1391900	2229400	0	1255500	1183900	1329000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96HA7"	3	3	3	1	2	2	2	NA	NA	NA	2.7	1378
83394000	11126000	13696000	5337800	22776000	9192600	21265000	6010400	5374700	5408300	5425200	7021600	5584300	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UBI1"	5	5	4	4	5	3	4	NA	NA	NA	33.3	195
765210000	87521000	92096000	67020000	179310000	158120000	181150000	20266000	17178000	18363000	17213000	28253000	19616000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P13798"	17	14	14	13	13	10	14	NA	NA	NA	35.9	732
578140000	68146000	68190000	52130000	136660000	116160000	136850000	13825000	14276000	14090000	16223000	14629000	15342000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NTI5"	29	22	17	17	17	20	21	NA	NA	NA	23.2	1447
297350000	45073000	34193000	32391000	67674000	51790000	66226000	7617500	7715000	7507000	7975700	7249100	8405500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q00535"	12	12	9	11	9	9	9	NA	NA	NA	51.4	292
62464000	7813400	3878300	7386000	15841000	12299000	15247000	5038400	0	5336800	5157600	0	5179300	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q08AG7"	2	2	1	2	2	1	2	NA	NA	NA	45.1	82
3.2832e+10	3537200000	4.121e+09	3460900000	8037600000	6028700000	7646100000	1315500000	1248600000	1424900000	1.522e+09	1347200000	1423600000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P07195"	16	14	13	15	15	14	15	NA	NA	NA	46.7	334
3992900000	508020000	580100000	464760000	832910000	736790000	870320000	58287000	59005000	61306000	56347000	51778000	60824000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q14980"	77	64	64	67	61	59	65	NA	NA	NA	50.1	2115
1164900000	0	0	0	0	0	1164900000	0	0	0	0	0	0	"By matching"	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"CON__Q8VED5"	7	6	4	4	4	6	7	NA	NA	"+"	8.7	531
442490000	40087000	52768000	62555000	121580000	71027000	94472000	12923000	12665000	16234000	19881000	14199000	15563000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P49770"	10	6	9	8	6	8	6	NA	NA	NA	36.5	351
4665100	638730	0	0	1994300	0	2032100	0	0	0	0	0	0	"By matching"	NA	NA	"By MS/MS"	NA	"By MS/MS"	"Q9UHK6"	1	1	0	0	1	0	1	NA	NA	NA	3.9	382
1169300000	107240000	156550000	108400000	301340000	246640000	249090000	48230000	53425000	59903000	64060000	72850000	57358000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P30046;A6NHG4"	7	4	6	5	6	6	5	NA	NA	NA	55.9	118
214310000	27367000	40416000	19058000	49498000	41157000	36815000	22838000	22384000	17374000	23412000	15841000	12099000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P98179"	3	3	3	2	2	2	2	NA	NA	NA	21	157
360760000	35524000	52006000	41769000	90726000	57573000	83165000	12851000	13319000	16225000	16224000	12135000	14382000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P05026"	6	5	6	6	5	4	5	NA	NA	NA	29.7	303
160670000	13053000	24734000	8872100	34320000	45340000	34346000	4865800	5135800	4509400	6178500	7498000	5330600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8NFF5"	13	7	7	5	8	8	10	NA	NA	NA	32.7	587
26377000	6454800	0	4648000	3785600	2053100	9435000	2498400	0	3505800	0	0	2590400	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P40123"	5	5	1	3	2	2	4	NA	NA	NA	13.6	477
147500000	18305000	21866000	18650000	35727000	23771000	29178000	12836000	12296000	15222000	11533000	14979000	13227000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P52298"	3	3	3	3	3	2	2	NA	NA	NA	20.5	156
9034800	0	792570	880760	1639400	4212600	1509500	0	0	0	0	0	0	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"Q96G25"	1	0	1	1	1	1	1	NA	NA	NA	7.1	268
137220000	19852000	26042000	18323000	21560000	32640000	18806000	8838700	8310900	10005000	10627000	8570100	10272000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q16537;Q15173"	8	6	6	5	5	7	5	NA	NA	NA	17.3	467
177740000	18388000	28424000	14460000	45027000	34496000	36949000	4363100	4941400	5075400	5138600	5706700	5338700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UIQ6"	14	8	9	7	9	8	9	NA	NA	NA	18.1	1025
340820000	38016000	32127000	29634000	85047000	80920000	75075000	12200000	10802000	13250000	12757000	16131000	13283000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q99627"	5	5	5	4	5	5	5	NA	NA	NA	34.9	209
4139400000	448030000	493730000	394660000	1082100000	734320000	986570000	635240000	483080000	421950000	615490000	0	560290000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"CON__P00761"	3	3	2	3	2	1	3	NA	NA	"+"	16.5	231
526110000	73755000	68917000	40535000	126770000	106380000	109740000	17411000	15495000	17414000	15740000	23468000	16867000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9GZS3"	12	11	9	8	10	6	10	NA	NA	NA	48.5	305
304330000	33148000	29754000	32818000	74233000	60940000	73439000	6014400	6420900	7124100	5824900	6799900	6484400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P49750"	19	13	10	14	15	15	15	NA	NA	NA	13.7	2146
95520000	11760000	3663000	11200000	25686000	19596000	23615000	6437300	0	6109700	7273800	7015700	6236200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"A6NDU8"	5	4	1	5	3	3	3	NA	NA	NA	30.6	294
1.068e+09	154510000	102640000	93372000	235480000	252780000	229200000	43212000	42708000	42304000	46183000	43237000	43333000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NZ01"	8	8	6	7	7	7	7	NA	NA	NA	24.4	308
1178400000	153820000	164130000	114710000	295150000	203600000	2.47e+08	28889000	31029000	30466000	28519000	24862000	29413000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96DG6"	12	12	11	10	12	12	11	NA	NA	NA	49	245
710900000	72297000	101910000	63314000	146730000	191790000	134860000	17102000	17840000	18280000	17831000	25994000	20899000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O60884"	12	11	11	9	8	9	10	NA	NA	NA	45.6	412
282850000	32159000	35650000	28852000	56870000	68489000	60834000	15968000	12684000	15706000	15892000	20916000	14777000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q8WU90"	9	5	6	6	4	5	6	NA	NA	NA	27.9	426
5801400000	838800000	815540000	716790000	1481500000	454210000	1494500000	202710000	189880000	185960000	203740000	154600000	213920000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P62280"	14	12	13	11	14	11	13	NA	NA	NA	57	158
160650000	18814000	13109000	16969000	44028000	38306000	29430000	20859000	0	0	20815000	20405000	15432000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q16206;Q8TC92"	2	2	1	1	2	2	2	NA	NA	NA	2.6	610
239280000	26066000	24113000	25401000	73746000	39431000	50520000	9263000	8306900	9133400	11166000	8666200	9971400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96ER9"	8	6	5	6	8	6	6	NA	NA	NA	23.8	411
15072000	0	2420300	2624000	6024100	0	4004100	0	0	0	0	0	0	NA	"By matching"	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"Q9Y5J6"	1	0	1	1	1	0	1	NA	NA	NA	15.5	103
7616100	687160	0	872170	3305200	2751500	0	0	0	0	0	0	0	"By matching"	NA	"By matching"	"By matching"	"By MS/MS"	NA	"P05067"	2	1	0	1	1	2	0	NA	NA	NA	2.7	770
820480000	103180000	96983000	95920000	188550000	163050000	172800000	26674000	25991000	24114000	26884000	40386000	27169000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H444;Q96CF2"	10	9	7	8	10	8	9	NA	NA	NA	53.6	224
3216600000	1245400000	1.377e+09	223040000	0	349980000	21219000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"P68431;P84243;Q71DI3;Q16695;Q6NXT2"	7	7	3	4	5	6	7	NA	NA	NA	46.3	136
26524000	1152600	7596100	4536600	1473100	11766000	0	0	4709200	0	0	5387600	0	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"Q9UN37"	4	2	3	3	2	3	1	NA	NA	NA	12.6	437
249330000	26836000	31947000	24718000	66923000	48214000	50690000	10688000	11209000	11356000	12062000	11143000	12092000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q5VW32"	6	5	4	4	5	5	4	NA	NA	NA	22.9	411
112620000	14543000	11861000	6893600	23849000	25605000	29868000	4251600	4438100	3430400	3062900	4000700	3802300	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96G46"	8	5	4	3	6	6	7	NA	NA	NA	22.3	650
30469000	2202200	1623800	7665900	3749200	7921600	7306000	0	0	0	0	0	0	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"A0JLT2"	3	1	1	2	1	1	2	NA	NA	NA	25	244
5480100000	584910000	704220000	521140000	1352900000	1088300000	1228600000	38186000	38759000	38662000	43070000	42427000	42562000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q92616"	100	83	80	71	86	78	87	NA	NA	NA	45.7	2671
131560000	11326000	11105000	0	28347000	37542000	43236000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	NA	"By matching"	"By MS/MS"	"By MS/MS"	"REV__Q9NVU7"	1	1	1	0	1	1	1	"+"	NA	NA	0	687
999810000	122520000	107880000	80248000	250180000	197990000	240990000	33043000	33639000	33104000	35626000	27367000	32634000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P43897"	13	11	9	8	9	10	11	NA	NA	NA	53.8	325
237390000	27352000	28766000	18439000	54732000	49445000	58656000	7404800	6473600	6148400	7259400	7164800	7224100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O00186"	13	9	8	8	10	8	11	NA	NA	NA	26.4	592
30497000	4498500	4595800	0	9315400	8389700	3697600	3297400	0	0	3326100	2776600	0	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96EB1"	4	2	2	0	2	3	1	NA	NA	NA	12.7	424
89946000	6916000	13494000	12119000	14975000	21741000	20701000	2649900	2835200	3335200	2846700	4072700	3432600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O75312"	7	5	6	7	4	6	5	NA	NA	NA	22	459
3247400000	336520000	470720000	350500000	756890000	612150000	720570000	53867000	57670000	59195000	56280000	51592000	61001000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P17844"	26	23	23	23	25	24	25	NA	NA	NA	49.5	614
2433100000	249400000	310470000	243060000	583750000	482260000	564170000	45376000	45412000	49014000	53546000	41625000	52347000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y3I0"	18	15	14	14	16	16	15	NA	NA	NA	47.9	505
307050000	45073000	44010000	27116000	95464000	47113000	48272000	13865000	14238000	13758000	13753000	13791000	14567000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O43148"	11	7	8	7	7	6	7	NA	NA	NA	29.6	476
697990000	66037000	66271000	60362000	166360000	193380000	145580000	33925000	33619000	33626000	38350000	59347000	35910000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BX68"	5	5	5	4	4	4	4	NA	NA	NA	47.2	163
504690000	58528000	71628000	56724000	102720000	134250000	80850000	27719000	25769000	27582000	35178000	27453000	29284000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96IU4"	4	4	4	4	3	4	3	NA	NA	NA	28.1	210
1966400000	204570000	327320000	184910000	395970000	421770000	431810000	33326000	35818000	34804000	41465000	37957000	40084000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BVP2"	25	20	22	20	19	20	19	NA	NA	NA	47.5	549
17417000	957430	1993600	398550	7011500	3883100	3173100	0	1490100	0	0	1870300	0	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"Q9UEG4"	4	1	2	1	3	2	2	NA	NA	NA	5.1	869
1011700000	114660000	147210000	84104000	260580000	168200000	236920000	40771000	44125000	39603000	42054000	34761000	42227000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P08574"	7	7	7	7	7	6	7	NA	NA	NA	31.7	325
1018200000	128560000	125890000	131530000	234510000	154010000	243700000	33373000	37871000	40549000	34375000	25663000	33331000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P61160"	10	10	8	9	9	8	10	NA	NA	NA	33.5	394
9217700	2938000	3704200	2575500	0	0	0	0	0	0	0	0	0	"By matching"	"By MS/MS"	"By MS/MS"	NA	NA	NA	"Q4G0A6"	1	1	1	1	0	0	0	NA	NA	NA	1.3	757
46778000	8011300	5519900	3222500	13875000	7758600	8391000	3876600	2930700	3020300	3806000	0	3129600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q7Z460"	8	7	4	4	6	4	6	NA	NA	NA	7.7	1538
336780000	33057000	53198000	43289000	73357000	73741000	60138000	9734000	11322000	12878000	11422000	13399000	10595000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q12996"	15	9	10	10	9	10	9	NA	NA	NA	28.7	717
15748000	1986900	2150300	2210200	4946800	0	4454000	1381500	1285000	1636800	1709100	0	1620000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"Q9UIS9"	2	2	2	2	2	0	2	NA	NA	NA	6.4	605
2326200000	248780000	315350000	206280000	576370000	410490000	568910000	40668000	42270000	45336000	40894000	37654000	41634000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q14683"	46	42	36	34	37	35	39	NA	NA	NA	43.7	1233
5378300	1495600	2393600	0	0	0	1489200	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	NA	NA	NA	"By matching"	"P56270"	1	1	1	0	0	0	1	NA	NA	NA	2.1	477
915460000	101220000	121690000	80444000	235410000	169160000	207540000	10275000	10466000	12012000	12739000	14165000	11454000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9HAV4"	32	26	27	21	24	21	23	NA	NA	NA	34.6	1204
107020000	8887400	12201000	9171600	30741000	23578000	22439000	5790600	9618600	11556000	13066000	8192400	8703600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P13284"	3	3	3	3	3	2	3	NA	NA	NA	19.6	250
988740000	98910000	118860000	89463000	239820000	233040000	208650000	21769000	23773000	22841000	28028000	41819000	25490000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BWD1"	14	11	10	10	11	12	11	NA	NA	NA	52.6	397
118200000	15920000	15910000	11682000	33665000	13593000	27426000	3204100	3028500	3112900	3597600	2393400	2709000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96CW5"	12	8	6	7	9	7	9	NA	NA	NA	16.8	907
10551000	2606700	0	0	4793500	0	3150800	0	0	0	0	0	0	"By MS/MS"	NA	NA	"By MS/MS"	NA	"By MS/MS"	"Q330K2"	1	1	0	0	1	0	1	NA	NA	NA	3.9	333
22249000	925600	1631700	1722900	8502200	3700400	5766100	0	0	0	2414500	0	2481100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"O94766"	3	1	1	2	3	1	2	NA	NA	NA	14.9	335
210210000	21203000	33599000	24906000	47926000	43533000	39042000	4031300	3641900	4313000	3911600	5017400	3546500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O95602"	18	11	15	12	13	12	13	NA	NA	NA	15.9	1720
411460000	52500000	65038000	28162000	120670000	35212000	109880000	23477000	23990000	24789000	23750000	26236000	27650000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9H6S3"	13	9	12	11	10	8	10	NA	NA	NA	25.7	715
11453000	0	3142500	3557100	0	1033800	3719700	0	0	0	0	0	0	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"CON__Q2KIH2"	2	0	1	2	1	1	1	NA	NA	"+"	6.6	259
416500000	52589000	72988000	45788000	88914000	45817000	110410000	8197000	8839600	8750400	7564200	6270500	9243800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q32MZ4"	21	14	17	15	14	10	18	NA	NA	NA	41.1	808
243650000	29236000	36437000	24929000	56262000	40728000	56055000	7553600	8198200	9635100	8190200	7732500	7549400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96IZ0"	11	9	9	6	7	6	8	NA	NA	NA	45.6	340
130280000	9847900	20606000	18647000	36084000	15715000	29384000	3667700	3993900	4772300	4059700	3384100	4139800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P08581"	11	5	9	9	9	5	8	NA	NA	NA	11.5	1390
29749000	4302900	5832700	1499600	6834900	1550200	9728300	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"Q8N9N2"	4	2	3	1	1	1	3	NA	NA	NA	9	400
